ITALIANO,BRESCIANO,categoria,Bresciano_,Column1
botte spandiliquame,bronza,,bronza,6
bottega,botega,,botega,6
bottegaio,botegher,,botegher,8
botticella,botasi,,botasi,6
botticella,botasol,,botasol,7
botticella,botezela,,botezela,8
bottiglia,bosa,,bosa,4
bottiglietta,boseta,,boseta,6
botto,bot,,bot,3
bottone,butu,,butu,4
bovaro,boer,,boer,4
bovista nera,falopa,,falopa,6
bovista nera,slofa,,slofa,5
bovista nera,sopiarol,micologia,sopiarol,8
bozzima,embosma,,embosma,7
bozzima alla tela (dare la),embosma,,embosma,7
bozzoli sfarfallati,buzaie,,buzaie,6
bozzolina,poligola,botanica,poligola,8
bozzolo,bosol,,bosol,5
bozzolo,galeta,,galeta,6
bozzolo avariato,falopa,,falopa,6
braca,braga,,braga,5
braccetto,braset,,braset,6
braccia possenti,brasu,,brasu,5
bracciante,brasent,arcaico,brasent,7
braccianti a. bonif. Ferrarese,teraser,,teraser,7
bracciata,brasada,,brasada,7
bracciata,brasolada,,brasolada,9
bracciata,brasol,,brasol,6
bracciata di spago,lasa,,lasa,4
braccio,bras,,bras,4
bracciolo,brasol,,brasol,6
brace coperta da cenere,mazera,,mazera,6
ITALIANO,BRESCIANO,categoria,bresciano,9
brache,braghe,,braghe,6
"brache, sostegni delle campane",picaje,,picaje,6
"bracia, brace",brasca,arcaico,brasca,6
"bracia, brace",braza,,braza,5
braciere,brazer,,brazer,6
braciere,mader del foch,,mader del foch,14
braciere,scaldina,,scaldina,8
braciola,brazola,,brazola,7
bramosia,bramisia,,bramisia,8
branca orsina,pestegnaghe,botanica,pestegnaghe,11
branchie,bais,arcaico,bais,4
brandello,brandel,,brandel,7
brandello,piel,arcaico,piel,4
brandello,sbendel,,sbendel,7
brandello,sbrandel,,sbrandel,8
brandello,sbrendol,,sbrendol,8
brassolo,brosol,pesce-pesca,brosol,6
brassolo,ret,pesce-pesca,ret,3
brava,braa,,braa,4
bravata,bulada,,bulada,6
bravata,buleria,,buleria,7
braveggiare,galexa,arcaico,galexa,6
bravo,brao,,brao,4
bravura,braura,,braura,6
bresciano,bresa,,bresa,5
bretella,tiraca,,tiraca,6
breve pioggia,sbrof,,sbrof,5
brezza del mattino,suere,,suere,5
"bricca, dirupo",breghen,,breghen,7
"bricca, dirupo",brech,,brech,5
"bricca, dirupo",brich,,brich,5
bricco,cogoma,,cogoma,6
bricco,ramina,,ramina,6
bricconata,barunada,,barunada,8
briccone,baru,,baru,4
briciola,briza,,briza,5
briciola,grigola,,grigola,7
briciola,migola,,migola,6
briciolino,brizini,,brizini,7
briciolino,miguli,,miguli,6
briciolo,bris,,bris,4
briciolo,migol,,migol,5
briglia,bria,,bria,4
ITALIANO,BRESCIANO,categoria,bresciano,9
"brillatoio (strumento per brillare riso,miglio)",pestadura,,pestadura,9
brinaiola,erba spusuna,,erba spusuna,12
brinata,brinada,,brinada,7
brindellato,sbrendelat,,sbrendelat,10
briona,soca selvadega,,soca selvadega,14
brionia,soca,,soca,4
brividi (avere),bagula,,bagula,6
brivido piacevole,biziguli,,biziguli,8
brizzolato,brisolat,,brisolat,8
brizzolato,endeesat,,endeesat,8
brodaglia,broadura,,broadura,8
brodaglia e rifiuti per maiale,laadura,,laadura,7
"brodaglia, brodo di verdura",broa,,broa,4
brodetto con uova sbattute,sansarela,,sansarela,9
brodo,brod,,brod,4
brodo (ghiotto di),brõdarol,,br�darol,9
brodo o latte rappreso,cagel,,cagel,5
broglio,broi,,broi,4
"brolo, orto cintato, frutteto",brol,,brol,4
bromo molle,forasach,botanica,forasach,8
"broncone (grosso ramo per sostenere leviti)",caras,,caras,5
brontolare,bruntula,,bruntula,8
brontolare,gongogna,,gongogna,8
brontolare,rabota,arcaico,rabota,6
brontolare,taroca,arcaico,taroca,6
brontolare provocando,langagna,,langagna,8
brontolone,rantegu,,rantegu,7
brontolone,tangagnu,,tangagnu,8
brontolone,tontogn,,tontogn,7
brontolone,tuntugnu,,tuntugnu,8
bronzo,bronz,,bronz,5
brucare,bosca,,bosca,5
brucare,boschina,,boschina,8
brucare,sgarbogna,,sgarbogna,9
brucia,bruza,,bruza,5
bruciacchiare,strina,,strina,6
bruciacchiato,strinadel,,strinadel,9
bruciacchiato,strinat,,strinat,7
bruciare,bruza,,bruza,5
bruciare,fuga,,fuga,4
bruciare,luzer,,luzer,5
bruciaticio (odore di),brustulu,,brustulu,8
bruciato,ars,,ars,3
ITALIANO,BRESCIANO,categoria,bresciano,9
bruciato,bruzat,,bruzat,6
bruciore,bruzur,,bruzur,6
bruciore,piur,,piur,4
bruco,gatola,insetto,gatola,6
bruco,verem dei frocc,insetto,verem dei frocc,15
brugo,bruga,botanica,bruga,5
brugo o grecchia,argnogna,botanica,argnogna,8
brugo o grecchia,bruch,botanica,bruch,5
brugo o grecchia,gruza,botanica,gruza,5
brugo o grecchia,magos,botanica,magos,5
brugo o grecchia,regna,botanica,regna,5
brugo o grecchia,regogna,botanica,regogna,7
brule,brole,francesismo,brole,5
brulichio,bolegament,arcaico,bolegament,10
bruma,bruma,arcaico,bruma,5
brunire,emborni,arcaico,emborni,7
brunitore,bornidur,,bornidur,8
brunitore,smeriot,,smeriot,7
brusco,brosch,,brosch,6
brutti,brocc,,brocc,5
brutto,brot,,brot,4
brutto muso,brot grogn,,brot grogn,10
brutto scherzo,aciada,,aciada,6
bubbola maggiore,bregoldera,arcaico,bregoldera,10
bubbola maggiore,masa de tambur,micologia,masa de tambur,14
bubbola maggiore,ombrela,micologia,ombrela,7
bubbola maggiore,umbrilu,micologia,umbrilu,7
bubbola minore,colombina,micologia,colombina,9
bubbola minore,masa,micologia,masa,4
bubbolini,erba isigheta,botanica,erba isigheta,13
bubbolini,erzi,botanica,erzi,4
bubbolini,grasaroi,botanica,grasaroi,8
bubbolini,s'ciopi,botanica,s'ciopi,7
bubbolini,verzuli,botanica,verzuli,7
buca,buza,,buza,4
buca del fienile,botola del fe,,botola del fe,13
buca della carbonaia,poja,,poja,4
buca grossa,buzuna,,buzuna,6
buca nel selciato,staros,arcaico,staros,6
buca per disperdere liquami,sorba,,sorba,5
buca per disperdere liquami,sorbana,,sorbana,7
bucaneve,camoaniline,botanica,camoaniline,11
bucaneve,fiur de neve,botanica,fiur de neve,12
bucaneve,gusine,botanica,gusine,6
bucaneve,narsis a campanela,botanica,narsis a campanela,18
ITALIANO,BRESCIANO,categoria,bresciano,9
bucaneve,siguline,botanica,siguline,8
bucare,fura,,fura,4
bucare,sbuza,,sbuza,5
bucato,bogada,,bogada,6
"bucato, forato",sbuzat,,sbuzat,6
buccia,pel,,pel,3
buccia,scorsa,,scorsa,6
bucherellata,sbozeleta,,sbozeleta,9
"bucine, rete per quaglie",suererba,,suererba,8
buco,bus,,bus,3
"buco del ""seradel"" (vano nel murovicino alla porta)",sgos,,sgos,4
buco dell'acquaio,gorla,,gorla,5
budella,bodele,,bodele,6
budello,berolt,arcaico,berolt,6
budello,bodel,,bodel,5
budello crespato,crespu,,crespu,6
budello grosso,bodelu,,bodelu,6
budello uniforme,caes,,caes,4
bue,bo,,bo,2
bue d'ingrasso,bo borni,,bo borni,8
bue magro,maroch,,maroch,6
"buffetto, scatto del dito",buf,,buf,3
"buffetto, scatto del dito",goga,,goga,4
"buffetto, scatto del dito",gnoca,,gnoca,5
"buffetto, scatto del dito",gnoga,,gnoga,5
"buffetto, scatto del dito",menega,,menega,6
buffone,bufu,,bufu,4
buffone,timili,arcaico,timili,6
buggerare,buzera,,buzera,6
buggerona,buzeruna,,buzeruna,8
buggerona,buzuna,,buzuna,6
buggerone,buzer,,buzer,5
bugia,bosgia,,bosgia,6
bugia,bozia,,bozia,5
bugiardino,santificetor,figurativo,santificetor,12
bugiardo,balu,,balu,4
bugiardo,boziader,,boziader,8
bugiardo,fintus,,fintus,6
bugigattolo,stricio,arcaico,stricio,7
bugola,erba laurensiana,botanica,erba laurensiana,16
bugola,erba santamaria,botanica,erba santamaria,15
bulbero,bolber,botanica,bolber,6
bulbo d'aglio,co d'ai,,co d'ai,7
bulbo oculare,burla de l'occ,,burla de l'occ,14
ITALIANO,BRESCIANO,categoria,bresciano,9
bulino,buli,attrezzo,buli,4
bullettame,brocam,,brocam,6
bullo,bulo,,bulo,4
bullo,camalo,,camalo,6
bunio,lanser,botanica,lanser,6
buona (alla),a la buna,,a la buna,9
buono,bu,,bu,2
buono a nulla,scartos,figurativo,scartos,7
"buonora, presto",bunura,,bunura,6
buontempo,botep,,botep,5
burattare,bugata,,bugata,6
burattini,boricinele,arcaico,boricinele,10
burattini,giupi,,giupi,5
burattini,purisinei,arcaico,purisinei,9
burattini,toti,,toti,4
"buratto (grosso staio per separare lafarina)",bugat,,bugat,5
burbero,borber,,borber,6
burbero,bolber,,bolber,6
"bure, timone dell'aratro",bureta,arcaico,bureta,6
"bure, timone dell'aratro",timonsel,,timonsel,8
burella,camusu,,camusu,6
burla,berla,,berla,5
burla (luogo sotterraneo),berta,,berta,5
burlare,berteza,arcaico,berteza,7
burro,boter,,boter,5
buscare,bosca,,bosca,5
bussare,cioca,,cioca,5
bussare,pica,,pica,4
"bussetto (usato dal calzolaio perlucidare e lisciare suole e tacchi)",liset,,liset,5
busta,busta,,busta,5
busto,bost,,bost,4
buttare,bota,,bota,4
buttare,sbater,,sbater,6
buttare,sbota,,sbota,5
buttare,tra via,,tra via,7
buttarsi,botas,,botas,5
buttato di traverso,stravacat,,stravacat,9
butterato,enverolat,arcaico,enverolat,9
cabina,gabina,,gabina,6
"cacapensieri (meditabondo, incerto)",pestapoce,figurativo,pestapoce,9
cacatura,cagadura,,cagadura,8
cacchetta,petol,,petol,5
caccia,casa,,casa,4
ITALIANO,BRESCIANO,categoria,bresciano,9
cacciadiavoli,erba de S. Gioan,botanica,erba de s. gioan,16
cacciadiavoli,lusignol,botanica,lusignol,8
cacciadiavoli,perfora,botanica,perfora,7
cacciadiavoli,perforada,botanica,perforada,9
cacciadiavoli,traforada,botanica,traforada,9
cacciar via,sbologna,,sbologna,8
cacciare,casa,,casa,4
cacciare al roccolo,rocola,,rocola,6
"cacciare, uccellare",ozela,,ozela,5
cacciatora,casadura,,casadura,8
cacciatore,casadur,,casadur,7
cacciatore al capanno,casadur de posta,,casadur de posta,16
cacciatore vagante,casadur de borsa,,casadur de borsa,16
cacciavite,casaide,,casaide,7
caccola,grepola del nas,,grepola del nas,15
caccola,petola,,petola,6
caccola,sacola,,sacola,6
cachessia,mal del cachetech,malattia/male,mal del cachetech,17
cachettico,cachetech,malattia/male,cachetech,9
"cacio piccolo, magro",casolet,,casolet,7
cadavere,cadaer,,cadaer,6
cadere,"burla, burla zo",,"burla, burla zo",15
caffettiera,cogoma,,cogoma,6
caffettiera,machineta del cafe,,machineta del cafe,18
cagione,cazu,arcaico,cazu,4
cagliare,cagia,,cagia,5
cagliato,cagiat,,cagiat,6
caglio,cacc,,cacc,4
caglio bianco,"bastu, bastu del Signur",botanica,"bastu, bastu del signur",23
caglio bianco,bastunsi de la Madona,botanica,bastunsi de la madona,21
caglio bianco,panadi de la Madona,botanica,panadi de la madona,19
caglio bianco,trepa de galina,botanica,trepa de galina,15
cagliovero o presame,liga ma,botanica,liga ma,7
cagliovero o presame,pia ma,botanica,pia ma,6
cagliovero o presame,erba quacc,botanica,erba quacc,10
cagna,cagna,attrezzo,cagna,5
cagnaccio,cagnos,,cagnos,6
cagnarra,canea,,canea,5
cagnolino,cagni,,cagni,5
calabrone,calavru,,calavru,7
calandra,calandru,ornitologia,calandru,8
calandra,re de le serlode,ornitologia,re de le serlode,16
calandra,sarludu,ornitologia,sarludu,7
calandrella,calandrela,ornitologia,calandrela,10
calandrella,lodoli,ornitologia,lodoli,6
ITALIANO,BRESCIANO,categoria,bresciano,9
calandrella,sarlodi,ornitologia,sarlodi,7
calandrella,sarlodina,ornitologia,sarlodina,9
calandro,ciosa,ornitologia,ciosa,5
calandro,ciocheta,ornitologia,ciocheta,8
calandro,cioseta,ornitologia,cioseta,7
calandro,durdi,ornitologia,durdi,5
calandro,pasera cioca,ornitologia,pasera cioca,12
calandro,piopasa,ornitologia,piopasa,7
calandro,pionsa,ornitologia,pionsa,6
calandro,sabiunina,ornitologia,sabiunina,9
calandro,sguisitu,ornitologia,sguisitu,8
calandro maggiore,spiusu,ornitologia,spiusu,6
calata,balcada,arcaico,balcada,7
calcare,fraca,,fraca,5
calcareo,piltrina,,piltrina,8
calcatreppolo,foru,botanica,foru,4
calcatreppolo,ensalata d'asen,botanica,ensalata d'asen,15
calcatreppolo,spi de asen,botanica,spi de asen,11
calcestruzzo,seros,arcaico,seros,5
calcinaccio,calsinas,,calsinas,8
calcino (malattia del baco da seta),mal calsi,,mal calsi,9
calcio del fucile,cals,,cals,4
calcio nel sedere,pendelcul,,pendelcul,9
calcoli renali,mal de la preda,malattia/male,mal de la preda,15
caldaia,caldera,,caldera,7
caldarroste,brostoi,,brostoi,7
caldarroste,bruzaacc,,bruzaacc,8
caldarroste,mondine,,mondine,7
caldarroste,strine,,strine,6
caldarroste,tajacc,,tajacc,6
calderaio,ciaari,arcaico,ciaari,6
caldo soffocante,stofech,,stofech,7
calende,calen,,calen,5
calesse,biruci,,biruci,6
calessino,sediol,arcaico,sediol,6
calicanto,calicantus,botanica,calicantus,10
calice,cales,,cales,5
caligine,calisna,,calisna,7
calla,cala,botanica,cala,4
callo,cal,,cal,3
calmante,calmi,,calmi,5
calmiere,calmeder,,calmeder,8
caloroso,pie de calur,,pie de calur,12
calosce,surascarpe,,surascarpe,10
calpestare,fula,,fula,4
ITALIANO,BRESCIANO,categoria,bresciano,9
calpestio,pestezament,,pestezament,11
calta o farferugine,cocleariot,botanica,cocleariot,10
calvo,pelat,,pelat,5
calvo completamente,pelat peladent,,pelat peladent,14
"calvo, pelato",pelat,,pelat,5
calza grossa fatta coi ferri,scapi,,scapi,5
calza rovesciata,calset envers,,calset envers,13
calzare,meter le scarpe,,meter le scarpe,15
calzascarpe,fer de le scarpe,,fer de le scarpe,16
calze e calzini,calsecc,,calsecc,7
calzettaia,calsetera,,calsetera,9
calzettone,calsitu,,calsitu,7
calzino,scalfari,,scalfari,8
calzolaio,calier,arcaico,calier,6
calzolaio,scarpuli,,scarpuli,8
calzoncini,braghi,,braghi,6
calzone,pantalu,,pantalu,7
calzoni,braghe,,braghe,6
camareccione,re de rosignol,ornitologia,re de rosignol,14
cambiali,pagaro,gergo-volgare,pagaro,6
camebosso,bos fals,botanica,bos fals,8
camedrio,calamandrina,botanica,calamandrina,12
camedrio,calmeder,botanica,calmeder,8
camedrio,camedrios,botanica,camedrios,9
camedrio,erba china,botanica,erba china,10
camedrio,erba de la feer,botanica,erba de la feer,15
camedrio,erba querciola,botanica,erba querciola,14
camedrio,rusiline,botanica,rusiline,8
camedrio cervino,cameder,botanica,cameder,7
camedrio secondo,erba ai,,erba ai,7
camepizio,erba artetica,,erba artetica,13
camice,cames,,cames,5
camicetta,camizeta,,camizeta,8
camicia,camiza,,camiza,6
camiciaia,camizera,,camizera,8
camiciotto,camizot,,camizot,7
camminare,scarpina,,scarpina,8
camminare,tapina,figurativo,tapina,6
camminare a quattro zampe,rapata,,rapata,6
camminare in fretta,rocheta,figurativo,rocheta,7
"camminare in fretta, a lungo",sgamba,,sgamba,6
camminata,caminada,,caminada,8
camminata,saatada,figurativo,saatada,7
camomilla,camomela,,camomela,8
camomilla,camamila,,camamila,8
ITALIANO,BRESCIANO,categoria,bresciano,9
camomilla vera,erba de la mader,botanica,erba de la mader,16
camoscio,camos,zoologia,camos,5
campana (a campana),gode,francesismo,gode,4
campanacci,cioche,,cioche,6
campanaccio,bronzina,,bronzina,8
campanaccio,campanela,,campanela,9
campanaccio,cioca,,cioca,5
campanella,bronza,,bronza,6
campanella odorata,campaniline,botanica,campaniline,11
campanone,campanu,,campanu,7
campare,scampa,,scampa,6
campare a credito,stoca,,stoca,5
campere,camper,,camper,6
campioni di campionario,mostri,,mostri,6
campo coltivato,cios,,cios,4
campo piccolo,cioset,,cioset,6
canaglia,canaros,gergo-volgare,canaros,7
canale,dogal,,dogal,5
"canale (per far scorrere liberamentel'acqua quando il molino e fermo)",gorgonela,,gorgonela,9
canale d'irrigazione,sariola,,sariola,7
canale d'irrigazione piccolo,dogalet,,dogalet,7
canale da molino,marga,"bassabresciana",marga,5
canaletto di scolo,solgher,,solgher,7
canapa,canef,botanica,canef,5
canapa filtro per cagliata,s'ciai,,s'ciai,6
canapiglia,albera,ornitologia,albera,6
canapiglia,grizarola,ornitologia,grizarola,9
canapiglia,lagher,ornitologia,lagher,6
canapiglia,laghera,ornitologia,laghera,7
canapiglia,sigaluna,ornitologia,sigaluna,8
canapino,bajarela,ornitologia,bajarela,8
canapino,ciciarina,ornitologia,ciciarina,9
canapino,cirabiciacola,ornitologia,cirabiciacola,13
canapino,gozati,ornitologia,gozati,6
canapino,gozet,ornitologia,gozet,5
canapino,guzitina,ornitologia,guzitina,8
canapino maggiore,fluinot,ornitologia,fluinot,7
canapino maggiore,tuinot,ornitologia,tuinot,6
cancellato,scasat,,scasat,6
cancelletto,ristili,,ristili,7
cancello,restel,,restel,6
cancello,restelera,,restelera,9
canchero,cancher,,cancher,7
ITALIANO,BRESCIANO,categoria,bresciano,9
candelabro,serforare,arcaico,serforare,9
candeliere,fusera,,fusera,6
candeliere con smoccolatoio,portamocoi,,portamocoi,10
candeline pirotecniche,fughet,,fughet,6
cane,ca,,ca,2
cane leoncino,ca pomer,,ca pomer,8
cane segugio,ca segus,,ca segus,8
cane segugio,ca segus,,ca segus,8
cani (muta di cani),cagnolera,,cagnolera,9
canile,gnera,arcaico,gnera,5
canna,cana,,cana,4
canna della polenta,triza,arcaico,triza,5
canna di palude,cana,botanica,cana,4
canna per filare,roca,,roca,4
cannaiola,canarela,ornitologia,canarela,8
cannaiola,canari gros,ornitologia,canari gros,11
cannaiola,pasera canelera,ornitologia,pasera canelera,15
cannaiola,uzili de cana,ornitologia,uzili de cana,13
cannaiola verdognola,becagnoch,ornitologia,becagnoch,9
cannaiola verdognola,canari,ornitologia,canari,6
cannareccione,calandra,ornitologia,calandra,8
cannareccione,canarela,ornitologia,canarela,8
cannareccione,canera,ornitologia,canera,6
cannareccione,pasera canelera,ornitologia,pasera canelera,15
cannareccione,rosignol d'aqua,ornitologia,rosignol d'aqua,15
canne di palude,smansarine,,smansarine,10
cannella,cana de la eza,,cana de la eza,14
cannella,canela,botanica,canela,6
"cannellini, confetti con cannella",canili,arcaico,canili,6
cannello,canel,,canel,5
cannello,manech de la pipa,,manech de la pipa,17
cannello per aghi da calza,canel de le uce,,canel de le uce,15
cannicci,scalere,,scalere,7
cannoneggiare,canuna,,canuna,6
cannuccia di palude,arele,,arele,5
cannuccia di palude,canei,botanica,canei,5
cantaiolo,cantadur,caccia,cantadur,8
cantarello giallo,cantarel,micologia,cantarel,8
cantarello giallo,cantarelo zald,micologia,cantarelo zald,14
cantastorie,storiant,arcaico,storiant,8
cantina,canea,arcaico,canea,5
"cantoniera, mobile d'angolo",cantunal,,cantunal,8
cantuccio,cantunsi,,cantunsi,8
canzone contadinesca,polesana,,polesana,8
capace,bu,,bu,2
ITALIANO,BRESCIANO,categoria,bresciano,9
capannello,rosol,,rosol,5
capanno,casot,,casot,5
capanno di caccia,posta,,posta,5
"capanno, casino da caccia",baitel,,baitel,6
"capecchio (materia grezza tolta dallapettinatura di lino e canapa, utilizzatacome imbottitura)",gaju,,gaju,4
capelli d'angelo,furminti,cucina,furminti,8
capelli d'angelo,spaghiti,cucina,spaghiti,8
capelli incolti,sarpei,,sarpei,6
capello,cael,,cael,4
capellone,cailu,,cailu,5
capellone,sarpilu,,sarpilu,7
capelvenere,capelvener,botanica,capelvener,10
capelvenere,capiler,botanica,capiler,7
capezzale,caesal,,caesal,6
capezzolo,butuli de la teta,,butuli de la teta,17
capezzolo,capesol,,capesol,7
capezzolo,cavedel,,cavedel,7
capinera,capuner,ornitologia,capuner,7
capinera,conegher,ornitologia,conegher,8
capire il sottinteso,maja la foja,,maja la foja,12
capitare a tiro,na per le spasete,gergo-volgare,na per le spasete,17
capitombolo,cotombol,arcaico,cotombol,8
capitombolo,culmartel,,culmartel,9
capitombolo,gabatel,arcaico,gabatel,7
"capo, testa",co,,co,2
capocchia,masuch,,masuch,6
capocchia dell'ago da calza,pomel de la ucia,,pomel de la ucia,16
capocchia di spillo,capela de puntali,,capela de puntali,17
capofitto,cul buzu,,cul buzu,8
capogiro,baliguru,,baliguru,8
capogiro,girament de co,,girament de co,14
capomastro,capomaster,,capomaster,10
capopiede,a cope,,a cope,6
capote,capot,francesismo,capot,5
capote,imperial,arcaico,imperial,8
capovolgimento,cualea,,cualea,6
capovolto,copich,arcaico,copich,6
capovolto,cul en so,,cul en so,9
cappa,capa,,capa,4
cappellaccia,calandra,ornitologia,calandra,8
cappellaccia,calandruna,ornitologia,calandruna,10
cappellaccia,capelota,ornitologia,capelota,8
cappellaccia,caposa,ornitologia,caposa,6
ITALIANO,BRESCIANO,categoria,bresciano,9
cappellaccia,ciurlana,ornitologia,ciurlana,8
cappellaccia,ciceruna,ornitologia,ciceruna,8
cappellaio,capeler,,capeler,7
cappelletta votiva,santela,,santela,7
cappelletta votiva,santilu,,santilu,7
cappello,cispo,,cispo,5
cappello a cilindro,tuba,,tuba,4
cappero,caper,botanica,caper,5
cappio,capol,,capol,5
cappio per uccelli,stringuli,caccia,stringuli,9
cappone,capu,,capu,4
cappotto,palto,,palto,5
"cappotto sdrucito, largo",giona,,giona,5
"cappotto sdrucito, largo",palanda,arcaico,palanda,7
"cappotto sdrucito, largo",pinzach,arcaico,pinzach,7
cappuccio,capocc,,capocc,6
cappuccio,capos,,capos,5
capra,bocia,,bocia,5
capra,cavra,,cavra,5
capraggine,cugia-peru,botanica,cugia-peru,10
capraggine,galbena,botanica,galbena,7
capraggine,galega,botanica,galega,6
capraggine,sena be sena mal,botanica,sena be sena mal,16
capraio,cavrer,,cavrer,6
capretto,cavret,,cavret,6
capriata,cavriada,,cavriada,8
capriccioso,mulatu,,mulatu,6
caprifoglio,capefoi turchi,botanica,capefoi turchi,14
caprifoglio,oa de la Madona,botanica,oa de la madona,15
caprifoglio,panadi de la Madona,botanica,panadi de la madona,19
caprifoglio,tosech,botanica,tosech,6
caprifoglio,sareza selvadega,botanica,sareza selvadega,16
caprifoglio,sarezol,botanica,sarezol,7
caprifoglio,selvadech,,selvadech,9
capriola,careola,arcaico,careola,7
capriola,svultulu,,svultulu,8
"capriola (sdraiandosi e rotolando ilcorpo orizzontalmente lungo i prati indeclivio)",piterla,Valvestino,piterla,7
"capriola (sdraiandosi e rotolando ilcorpo orizzontalmente lungo i prati indeclivio)",ridulu,,ridulu,6
capriolo,cavriol,zoologia,cavriol,7
caprone,cavru,,cavru,5
caprugginare,ina,,ina,3
ITALIANO,BRESCIANO,categoria,bresciano,9
"capruggine (scanalaura doghe dellabotte)",ginadur,arcaico,ginadur,7
"capruggine (scanalaura doghe dellabotte)",ina,,ina,3
"capruggine (scanalaura doghe dellabotte)",rezina,arcaico,rezina,6
capsula di cartuccia,calsol,,calsol,6
caraffa grande di vetro,bilicu,,bilicu,6
caraffa grande di vetro,broca,,broca,5
carampana,grima,,grima,5
carbonaia,castili,,castili,7
carbonaia,pojat,,pojat,5
carbonaio,carbuner,,carbuner,8
carbonaio,carbuni,,carbuni,7
carbonaro,bis carbuner,rettile,bis carbuner,12
carbonchio,mal del luf,malattia/male,mal del luf,11
carboncino,carbunsi,,carbunsi,8
carbone (fare),carbuna,,carbuna,7
carcame,pentegos,,pentegos,8
carciofo,articioch,,articioch,9
cardare la lana dei materassi,bater i stremas,,bater i stremas,15
cardare la lana dei materassi,sgarza,,sgarza,6
cardatore,scartizi,,scartizi,8
cardatore,spinasi,,spinasi,7
cardatura,sgarzadura,,sgarzadura,10
cardellino,cardili,ornitologia,cardili,7
cardellino,raari,ornitologia,raari,5
cardellino,uzili de canef,ornitologia,uzili de canef,14
cardine,antecia,,antecia,7
cardine,polech,,polech,6
cardini (mettere i),empolega,,empolega,8
cardiologo,dutur del cor,,dutur del cor,13
cardo,articioch selvadech,,articioch selvadech,19
cardo,fiur del lif,botanica,fiur del lif,12
cardo,scartes,attrezzo,scartes,7
cardo di S. Pellegrino,brozi,botanica,brozi,5
cardo di S. Pellegrino,carlina,botanica,carlina,7
cardo di S. Pellegrino,malaga,botanica,malaga,6
cardo di S. Pellegrino,spi de asen,botanica,spi de asen,11
cardo di Venere,sgarz,botanica,sgarz,5
"cardo, pettine del lino",spinas,attrezzo,spinas,6
"carezze, moine",menone,,menone,6
"carezze, moine",mignonr,,mignonr,7
cariatide,mezol,,mezol,5
cariatide,mascheru,archittettura,mascheru,8
ITALIANO,BRESCIANO,categoria,bresciano,9
cariatide,mezol,archittettura,mezol,5
caricare,carga,,carga,5
caricato,cargat,,cargat,6
caricatoio,cargadur,,cargadur,8
caricatura,cargadura,arcaico,cargadura,9
carice ciperoide,zegol,botanica,zegol,5
carice di palude,carez,botanica,carez,5
carice di palude,careza,botanica,careza,6
carice di palude,carezi,botanica,carezi,6
carice di palude,carezu,botanica,carezu,6
carice intrecciato di palude,careze,botanica,careze,6
carico di legna,carga,,carga,5
carico di legna,trol,,trol,4
"carico, catasta di legna",capot,,capot,5
carie,carol dei dencc,,carol dei dencc,15
carnaccia di pecora salata,bema,arcaico,bema,4
carnaccia di pecora salata,bena,arcaico,bena,4
carnaccia di pecora salata,berna,arcaico,berna,5
carnaccia di pecora salata,bergna,Valtrompia,bergna,6
"carnaio, moltitudine",fapu,arcaico,fapu,4
carne,caren,,caren,5
carne,cici,"daddolo,smanceria",cici,4
carne alla griglia,caren fazanada,,caren fazanada,14
carne tigliosa,sbetega,,sbetega,7
carne tigliosa,spelegata,,spelegata,9
carnevalare,scarneala,,scarneala,9
carniere,carner,,carner,6
carota,carotola,arcaico,carotola,8
carota selvatica,maigla,botanica,maigla,6
carota selvatica,maigola,botanica,maigola,7
carota selvatica,marodena,botanica,marodena,8
carovana di animali da soma,condota,arcaico,condota,7
carpa,carpena,pesce-pesca,carpena,7
carpigna,aleluja,botanica,aleluja,7
carpigna,aleluja zalda,botanica,aleluja zalda,13
carpine bianco,carpen,botanica,carpen,6
"carpinella, carpino",taera,botanica,taera,5
carpire,scamota,arcaico,scamota,7
carpo,ciaf de le ma,anatomia,ciaf de le ma,13
carpo,col de la ma,anatomia,col de la ma,12
carponi,gatu,,gatu,4
"carponi, bocconi",bocadu,,bocadu,6
carrello trasporto merci,bros,arcaico,bros,4
carrettiere,caradur,arcaico,caradur,7
ITALIANO,BRESCIANO,categoria,bresciano,9
carrettino,carati,,carati,6
carretto basso di montagna,bena,,bena,4
carretto pesante,bara,,bara,4
carriola,cariola,,cariola,7
carro a 2 ruote,benel,,benel,5
carro a 2 ruote,tomarel,"bassabresciana",tomarel,7
carro agricolo,benot,,benot,5
carro fondo,biga,,biga,4
carro funebre,carusu,,carusu,6
carro graduabile di montagna,preala,,preala,6
carro grosso,carias,,carias,6
carro largo a 4 ruote,carata,,carata,6
carro spandiliquame,caret de la sbronza,,caret de la sbronza,19
carrozza (tipo di),brum,francesismo,brum,4
carrozza a 4 ruote,brech,arcaico,brech,5
carrozzella a 4 ruote ad un solo cavallo,timonela,,timonela,8
carruba,carobe,botanica,carobe,6
carruba,guaina,botanica,guaina,6
carrucola,sirela,,sirela,6
"carrucola del pozzo, subbio",curlo,"bassabresciana",curlo,5
"carrucola del pozzo, subbio",ridol del pos,,ridol del pos,13
carta vetrata,carta vedre,,carta vedre,11
carta zucchero,carta de socher,,carta de socher,15
carta zucchero,carta sugherina,,carta sugherina,15
cartagloria,secreta,,secreta,7
cartella di tela,sachela,,sachela,7
